,input,id,来源,name,label,开发,发行,href,厂商,评分,下载,关注,android,ios,GameRes评分
2611,2021/11/19,176244,TAPTAP,梦幻武林mud,"武侠,MUD,文字",nan,nan,https://www.taptap.com/app/176244,梦幻武林工作室,9.2,0,9003,预约,敬请期待,
2612,2021/11/19,176228,TAPTAP,开放空间Collection,"独立游戏,开放世界,角色扮演",萌必死游戏制作组,nan,https://www.taptap.com/app/176228,nan,9.5,0,88432,预约,预约,
2613,2021/11/19,176216,TAPTAP,点球达人2,"策略,音乐,对战,节奏,战略,足球,体育",nan,nan,https://www.taptap.com/app/176216,Ohayoo,0.0,0,922,预约,获取,
2614,2021/11/19,176198,TAPTAP,史上最难的游戏,"益智,创意,恶搞",nan,nan,https://www.taptap.com/app/176198,宝宝游戏工作室,10.0,0,638,预约,获取,
2615,2021/11/19,176178,TAPTAP,致命追逐 ( Murderous Pursuits ),"潜行,多人,竞技",nan,nan,https://www.taptap.com/app/176178,网易游戏,9.2,0,26369,预约,预约,
2616,2021/11/19,176144,TAPTAP,全民纸牌接龙,"桌面和棋类,经典,纸牌,益智",nan,nan,https://www.taptap.com/app/176144,智汇玩游戏,0.0,0,114,预约,预约,
2617,2021/11/19,176143,TAPTAP,方块遇上消除,"放置,消除,益智",nan,nan,https://www.taptap.com/app/176143,智汇玩游戏,0.0,0,35,预约,获取,
2618,2021/11/19,176141,TAPTAP,泡泡龙经典版,"经典,益智",nan,nan,https://www.taptap.com/app/176141,智汇玩游戏,0.0,0,62,预约,获取,
2619,2021/11/19,176138,TAPTAP,ArcheAge Walk,"冒险,角色扮演",nan,nan,https://www.taptap.com/app/176138,Kakao Games Corp.,0.0,0,81,预约,预约,
2620,2021/11/19,176137,TAPTAP,生命法则（Law of life),"生存,Roguelike,冒险",花栗鼠游戏社,nan,https://www.taptap.com/app/176137,nan,9.3,0,18216,预约,预约,
2621,2021/11/19,176122,TAPTAP,海上战舰,模拟,nan,nan,https://www.taptap.com/app/176122,豆豆游戏,0.0,0,103,预约,预约,
2622,2021/11/19,176094,TAPTAP,巧多专注力训练,"迷宫,教育",nan,nan,https://www.taptap.com/app/176094,成都迈瑞科科技有限公司,0.0,0,505,预约,预约,
2623,2021/11/19,176085,TAPTAP,交错核心,"角色扮演,日系,机甲,二次元",nan,nan,https://www.taptap.com/app/176085,米茄游戏,8.6,0,154764,预约,预约,
2624,2021/11/19,176032,TAPTAP,夺命追击,"竞技,多人,角色扮演",nan,nan,https://www.taptap.com/app/176032,NetEase Games,8.9,0,30902,预约,预约,
2625,2021/11/19,176009,TAPTAP,垃圾公司,"模拟,益智",喵内嘎工作室,nan,https://www.taptap.com/app/176009,nan,0.0,0,40,预约,预约,
2626,2021/11/19,176001,TAPTAP,天天向上,休闲,nan,nan,https://www.taptap.com/app/176001,战游Game,0.0,0,66,预约,敬请期待,
2627,2021/11/19,175990,TAPTAP,病毒入侵,"策略,放置,塔防,休闲",深圳欢鱼软件有限公司,海南欢乐元素科技有限公司,https://www.taptap.com/app/175990,nan,0.0,0,83,预约,预约,
2628,2021/11/19,175988,TAPTAP,中华有为,"益智,经典,教育",nan,nan,https://www.taptap.com/app/175988,状元游戏,5.0,0,49,预约,试玩,
2629,2021/11/19,175978,TAPTAP,餐厅大亨,"收集,放置,餐厅,美食,休闲",酷骇科技,nan,https://www.taptap.com/app/175978,nan,9.4,0,8862,预约,预约,
2630,2021/11/19,175977,TAPTAP,水墨垂钓,休闲,厦门益点网络科技有限公司,nan,https://www.taptap.com/app/175977,nan,9.6,0,2836,预约,预约,
2631,2021/11/19,175771,TAPTAP,灵曦,"角色扮演,冒险,休闲,文字",堆白工作室,nan,https://www.taptap.com/app/175771,nan,7.8,0,12389,预约,预约,
